character_slug,move_id,move_name,input,move_group,hitconfirm_window,hitstun,blockstun,hitstop,punish_adv,perf_parry_adv,dr_cancel_hit,dr_cancel_blk,after_dr_hit,after_dr_blk,invuln,armor,airborne,jug_start,jug_increase,jug_limit,proj_speed,atk_range,super_gain_blk,notes_sc
terry,terry_024_mp_mk_mp,Jumping Lariat,5MP~MK~MP,command_normals,-,24,23,13,-,-18,-,-,-,-,1-25 Full,-,14-25,1,1,4,-,-,200 (100),"Follow-up from Passing Sway on hit only (does not combo unless juggled into); can only hit on the same side (whiffs if holding forward for cross-up); -23~29 on whiff if Terry crosses up; full invincibility and no collision box from 5MP~MK is extended until end of active frames; can significantly delay the input to disrupt Perfect Parry timing while the extended invincibility window can beat normals and nearly all reversals (3-9f gap between hits); leaves Terry close enough for follow-up link on hit, and slightly out of throw range on block; will counter-hit a 4f normal but can lose to specials with early anti-air invuln regardless of which side Terry recovers; in the corner, Terry will still connect even if attempting to whiff a cross-up Jumping Lariat; if the opponent walks forward while cornered, Jumping Lariat will whiff regardless of which side Terry chooses (and will also block Jumping Knee); midscreen, Jumping Lariat will whiff if the opponent walks forward with a walkspeed of 0.045 or faster (if the input is delayed, all characters can walk forward to make it whiff)"
terry,terry_025_mp_mk_mk,Jumping Knee,5MP~MK~MK,command_normals,-,25,20,13,-,-20,-,-,-,-,1-25 Full,-,16-25,1,1,1,-,-,200 (100),"Follow-up from Passing Sway on hit (does not combo unless juggled into); can only hit cross-up (must be holding forward); -25~31 on whiff if Terry does not cross-up; full invincibility and no collision box from 5MP~MK is extended until end of active frames; can significantly delay the input to disrupt Perfect Parry timing while the extended invincibility window can beat normals and nearly all reversals (3-9f gap between hits); Terry recovers point blank on hit for a strike/throw mixup, and safely out of throw range on block; will counter-hit a 4f normal but can lose to specials with early anti-air invuln regardless of which side Terry recovers; does not cross up against cornered opponents, but if the opponent holds forward they will automatically block the cross-up (leaving Terry at point blank); this also applies midscreen if the opponent walks forward with a walk speed of 0.045 or faster (though this does not avoid the Jumping Lariat ender midscreen)"
terry,terry_027_2_3_6_lp,Power Wave,236LP,specials,4,33,27,8,+1,-25,-,-,-,-,-,-,-,1,2,1,0.06,-,300 (150),"1-hit projectile; travels fullscreen, moving slowly along the ground; can pass underneath standard projectiles without clashing; puts airborne opponents into limited juggle state; no head hurtbox on frames 11-41 (while leaning over); extended arm hurtbox on frames 14-37 is projectile invuln"
terry,terry_028_2_3_6_mp,Power Wave,236MP,specials,4,33,27,8,KD +33~46,-22,-,-,-,-,-,-,-,1,1,3,0.02~0.21,-,350 (175),1-hit projectile; travels more quickly than LP version but dissipates at ~60% screen distance; causes knockdown on Counter-hit/Punish Counter (KD +33~46); hitbox is at ground level but reaches high enough to clash with standard projectiles; projectile speed starts slow and accelerates each active frame; puts airborne opponents into limited juggle state; no head hurtbox on frames 11-41 (while leaning over); extended arm hurtbox on frames 21-39 is projectile invuln
terry,terry_029_2_3_6_hp,Round Wave,236HP,specials,10,31,28,8,+12,-21,-,-,-,-,-,-,-,1,1,5,-,-,500 (250),Stationary 1-hit projectile hitbox that can dissipate fireballs or apply meaty pressure; can be perfect parried like a low strike (screen freeze); puts airborne opponents into limited juggle state; no head hurtbox on frames 24-48 (while leaning over)
terry,terry_030_2_3_6_p_p,Power Wave,236PP,specials,8,31 total,27 total,"8,8 (7,0 self)",+6,-7,-,-,-,-,-,-,-,1,"0,1",1,0.055,-,150x2 (75x2),"2-hit OD projectile; travels fullscreen, moving slowly along the ground; hitbox is at ground level but reaches high enough to clash with standard OD projectiles; acts as a shield allowing Terry to Drive Rush for pressure; no head hurtbox on frames 13-36 (while leaning over); extended arm hurtbox on frames 21-25 is projectile invuln; Counter-hit/Punish Counter advantage carries through both hits; puts airborne opponents into limited juggle state (can pop opponents up twice at certain juggle spacings)"
terry,terry_033_2_1_4_mp,Burning Knuckle,214MP,specials,17,-,23,15,KD +30~42,-27(-19),-,-,-,-,-,-,-,1,1,10,-,2.862 (1.653),275 (137),"Travels about 50% of the screen; can be spaced to be plus on block from farther ranges (causing a screen shake); good approach tool vs. opponents in Burnout, but no screen shake when +1~4 vs. Burnout; only cancelable on 1st active frame (cannot cancel on a farther range connect); grants a safe jump on hit if final active frame connects; puts airborne opponents into limited juggle state (can juggle after very late connect); topmost hitbox whiffs on standard-sized crouching opponents making it easier to space in neutral vs. crouch block"
terry,terry_034_2_1_4_hp,Burning Knuckle,214HP,specials,21,-,23,15,KD +28~41,-29(-16),-,-,-,-,-,-,-,1,20,10,-,3.908 (1.659),275 (137),"Travels about 80% of the screen; can be spaced to be plus on block from farther ranges (causing a screen shake); good approach tool vs. opponents in Burnout, but no screen shake when +1~4 vs. Burnout; useful approach when following behind Power Wave; Terry raises his hands for a reactable visual cue; only cancelable on active frames 1-5 (cannot cancel on a farther range connect); puts airborne opponents into limited juggle state (can juggle after very late connect)"
terry,terry_035_2_1_4_p_p,Burning Knuckle,214MPHP,specials,23,-,23,15,KD +70~83 (+138~151) Tumble,-29(-16),-,-,-,-,-,-,-,1,1,10,-,3.908 (1.659),600 (300),"Punish Counter puts opponent into tumbling OTG state (wall splat if opponent reaches the corner); only cancelable on active frames 1-7; can be spaced to be plus on block from farther ranges (causing a screen shake); good approach tool vs. opponents in Burnout, but no screen shake when +1~4 vs. Burnout; puts airborne opponents into limited juggle state (can juggle after very late connect)"
terry,terry_036_2_3_6_lk,Power Charge,236LK,specials,18,32,20,12,+7(+11),-27(-23),-,-,-,-,-,-,-,1,1,4,-,1.960 (1.384),250 (125),Short travel distance; comboable from lights except 5LP; keeps opponent standing for strike/throw mixup on hit; can be spaced out to allow a follow-up combo on hit; puts airborne opponents into limited juggle state
terry,terry_037_2_3_6_mk,Power Charge,236MK,specials,19,-,18,12,KD +42~47,-27(-22),-,-,-,-,-,-,-,1,1,4,-,2.441 (1.789),400 (200),"Medium travel distance; comboable from 2MP or heavy normals; puts opponent into limited juggle state (airborne opponents are launched higher than the HK version); can juggle SA1 anywhere on screen; final 4 recovery frames are cancelable into SA2 on hit, allowing a juggle anywhere on screen; sets up a safe jump setup on a close range grounded hit"
terry,terry_038_2_3_6_hk,Power Charge,236HK,specials,25 (36 Sp),-,20,15,KD +37~45,-34(-26),-,-,-,-,-,-,-,1,1,2,-,2.895 (1.645),250 (125),"Farthest travel distance; cancelable on frames 26-45 into special moves (except Power Charge) on hit only; delaying the special cancel allows different conversions or more optimal damage; puts opponent into limited juggle state (airborne opponents are not launched as high, resulting in more limited follow-ups); only combos naturally from the first hit of 5HP"
terry,terry_039_2_3_6_k_k,Power Charge,236KK,specials,24 (36 Sp),-,18,15,KD +55~76 Wall Bounce,-30(-23),-,-,-,-,-,-,-,3,2,5,-,2.871 (1.665),500 (250),"Causes Wall Bounce on hit; cancelable on frames 20-39 into special moves (except Power Charge) on hit only (useful for midscreen positioning or keeping opponent cornered after wall bounce); if used twice in a combo, 2nd hit will cause a quick wall splat that drops straight to the ground; KD advantage varies based on distance from wall (farther away gives higher advantage)"
terry,terry_040_2_1_4_lk,Crack Shoot,214LK,specials,-,21,17,10,HKD +29,-18,-,-,-,-,-,-,7-23 (FKD),1,1,5,-,-,200 (100),"First 2 active frames can only hit airborne opponents (functionally 18f startup); cannot hit cross-up; causes spike knockdown vs. airborne opponents; causes Hard Knockdown on Punish Counter (prevents follow-up links); can hop over many grounded attacks (especially crouching); can be used for a sideswitch mid-combo or a corpse hop on downed opponents; very strong vs. Burnout, dealing chip while staying close range with frame advantage"
terry,terry_041_2_1_4_mk,Crack Shoot,214MK,specials,-,23,17,"10,10",HKD +28,-18,-,-,-,-,-,-,9-25 (FKD),1,"1,1","5,5",-,-,250 (125),"2 hits vs. airborne, 1 hit vs. grounded (different damage values accordingly); first 5 active frames can only hit airborne opponents (functionally 22f startup); cannot hit cross-up; puts airborne opponents into limited juggle state; causes Hard Knockdown on Counter-hit/Punish Counter (prevents follow-up links); can hop over many grounded attacks (even some standing); can be used for a sideswitch mid-combo or a corpse hop on downed opponents; very strong vs. Burnout, dealing chip while staying close range with frame advantage"
terry,terry_043_2_1_4_k_k,Crack Shoot,214KK,specials,-,-,20,12,HKD +29,-20,-,-,-,-,-,-,8-25 (FKD),1,1,8,-,-,200 (100),"Puts airborne opponents into limited juggle OTG state; first active frame does not connect on grounded opponents (functionally 21f startup); first 2 active frames have a good anti-air hitbox; can hop over many grounded attacks (even some standing); very strong vs. Burnout, dealing chip while staying close range with frame advantage (often required to get point blank after 2 reps of meterless Burnout loop)"
terry,terry_044_6_2_3_lp,Rising Tackle,623LP,specials,17,-,20,15,KD +33,-41,-,-,-,-,1-14 Air,-,6-35 (FKD),1,5,5,-,0.71 (1st),400 (200),Very short horizontal range (hits straight above Terry to anti-air close jumps); cannot hit cross-up; active frames 3-10 do reduced damage; only 1st active frame is cancelable (cancel may be impossible in combos from too far away); puts opponent into limited juggle state (allows follow-up juggles on a high connect)
terry,terry_045_6_2_3_mp,Rising Tackle,623MP,specials,14,-,24,"12,10",KD +25,-48(-41),-,-,-,-,1-10 Air,-,7-43 (FKD),1,"1,1","5(6),6",-,1.248 (1st),250x2 (125x2),"Medium horizontal range; cannot hit cross-up; only 1st active frame is cancelable (cancel may be impossible in combos from too far away); if Perfect Parried, opponent must crouch to avoid 2nd hit; puts opponent into limited juggle state"
terry,terry_046_6_2_3_hp,Rising Tackle,623HP,specials,14,-,26(22),"12,6,6",KD +27,-60(-53),-,-,-,-,1-8 Air,-,8-53 (FKD),1,0x3,"6(8),8,8",-,1.318 (1st),200x3 (100x3),"Farthest horizontal range (most consistent for combos, but may whiff under close jumps); cannot hit cross-up; only 1st active frame is cancelable (cancel may be impossible in combos from too far away); 3rd hit whiffs on crouch block (reduced chip and Drive damage); if Perfect Parried, opponent must crouch to avoid 2nd hit; puts opponent into limited juggle state"
terry,terry_047_6_2_3_p_p,Rising Tackle,623PP,specials,-,-,22 total,"12,3x4,5",KD +27,-62,-,-,-,-,1-10 Full,-,7-54 (FKD),100,"0x5,100","9x5,10",-,1.248 (1st),"150,100 (75,50)","Horizontal range is between MP/HP versions (good anti-air for mid range jumps, as well as a strong juggle ender); cannot hit cross-up; can miss several hits of damage against high airborne opponent"
terry,terry_048_2_3_6_2_3_6_k,Buster Wolf,236236K,super_arts,-,-,20,"30,25",KD +22,-44,-,-,-,-,1-8 Strike/Throw,Break,-,20,20,99,-,3.862 (1.762),-10000,"Incurs a fixed 45f recovery on block (advantage is not affected by meaty timing); transitions to projectile follow-up on hit only; fast and long range, making it great for combos and punishes; puts opponent into limited juggle state and can combo into another SA1 if juggled high enough; if first hit trades, deals 500 damage and puts the opponent into a free juggle crumple state (may be able to follow up with moves like 214HP, Dash/DR normals, or another SA1)"
terry,terry_049_2_1_4_2_1_4_p,Power Geyser,214214P,super_arts,28,-,40,15,KD +24,-56,-,-,-,-,"1-17 Full, 18-25 Air",Break,-,1,0,99,-,-,-20000,1-hit Super-priority projectile hitbox with good anti-air and anti-projectile properties; can follow up with Twin Geyser (3 Drive bars) and Triple Geyser (1 Super bar) on hit only; starter scaling means that follow-ups will be heavily scaled after a reversal or anti-air SA2; can be performed during the last 4 recovery frames of 236MK for a juggle anywhere on screen; can also be input with 21416+MK+HP (cosmetic difference only)
terry,terry_050_p_p,Twin Geyser,214214P~PP,super_arts,57-70,-,-,15,-,-,-,-,-,-,-,Break,-,1,0,99,-,-,-,"Follow-up to Power Geyser for 3 Drive bars (on hit only); can also be followed up with SA1, 214MP, Drive Rush juggles, or more in the corner; the damage on non-Super follow-ups is extremely low when starting from raw SA2 due to starter scaling; attempting to input Triple Geyser follow-up without enough meter results in a whiffed attack that leaves Terry at -3 KD Advantage; no invincibility at all (can be hit by lingering moves like Kimberly's spraycan)"
terry,terry_051_p_p,Triple Geyser,214214P~PP~PP,super_arts,-,-,-,20,-,-,-,-,-,-,1-139 Full,Break,-,100,100,99,-,-,-10000,Follow-up to Twin Geyser for 1 extra Super bar; attempting to input without a full Super meter results in a whiffed attack that leaves Terry at -3 KD Advantage
terry,terry_053_2_3_6_2_3_6_p,Rising Fang,236236P,super_arts,-,-,34(31),"2,3,3",HKD +22 (KD +29~31),-75,-,-,-,-,1-16 Full,Break,9-63 (FKD),-,-,99,-,1.585 (1st),-30000,"Only the first 3 active frames cause cinematic hit; damage distribution on non-cinematic hit is 350(x6-7),550 with no HKD and less KD advantage; cinematic time regenerates ~2.1 Drive bars for Terry; faster 2f startup when canceled from Rising Tackle, Quick Burn, or Burning Knuckle; final hit whiffs on crouch block (reduced chip and Drive damage)"
terry,terry_054_2_3_6_2_3_6_p,Rising Fang (CA),236236P,super_arts,-,-,34(31),"2,3,3",HKD +37 (KD +29~31),-75,-,-,-,-,1-16 Full,Break,9-63 (FKD),-,-,99,-,1.585 (1st),-30000,"Available at 25% HP or below; only the first 3 active frames cause cinematic hit; damage distribution on non-cinematic hit is 350(x6-7),1050 with no HKD and less KD advantage; cinematic time regenerates ~2.1 Drive bars for Terry; faster 2f startup when canceled from Rising Tackle, Quick Burn, or Burning Knuckle; final hit whiffs on crouch block (reduced chip and Drive damage)"
terry,terry_055_5_6_lplk,Grasping Upper,LPLK,throws,-,-,-,-,HKD +22,-,-,-,-,-,-,-,-,-,-,-,-,0.80,-,"Can dash for a +3 corner throw loop that leaves Terry point blank; can also walk forward with manual frame-perfect timing that allows a shimmy (4f timing vs. Zangief, 3f vs. Blanka/E. Honda, 2f vs. Marisa/Sagat); a successful Throw Escape builds 1 Drive bar and 1000 Super gauge (10% bar); Throw Escape is awarded to a random player if input simultaneously"
terry,terry_056_4_lplk,Buster Throw,4LPLK,throws,-,-,-,-,HKD +18,-,-,-,-,-,-,-,-,-,-,-,-,0.80,-,"Side switches; cannot walk or dash for a corner throw loops; can use immediate DR~2MP for corner oki, but this is susceptible to invincible reversals on reaction; midscreen, chasing with Drive Rush gives very weak oki; a successful Throw Escape builds 1 Drive bar and 1000 Super gauge (10% bar); Throw Escape is awarded to a random player if input simultaneously"
terry,terry_059_hphk,Back Spin Kick,HPHK,system,-,-,34,25,"Crumple (Standing +21, Juggle +46, HKD +104)",-35,-,-,-,-,-,1-27,-,0,1,0,-,2.50,-,See Drive Impact . Airborne connect gives spinning juggle state on Punish Counter or corner Wall Splat with variable height.
terry,terry_060_6_hphk,Back Knuckle (Block),6HPHK,system,-,-,23,20,KD +23,-27,-,-,-,-,1-22 Full,Break,-,200,100,1,-,1.849,-,Performed by inputting 6HPHK during blockstun; 5f extra recovery on hit; freezes the screen for 4f during startup; see Drive Reversal .
terry,terry_061_6_hphk,Back Knuckle (Recovery),6HPHK,system,-,-,23,20,KD +23,-27,-,-,-,-,1-20 Full,Break,-,200,100,1,-,1.849,-,Performed by holding 6HPHK on wakeup; 5f extra recovery on hit; does not have any screen freeze; see Drive Reversal .
terry,terry_065_6_6,Parry Drive Rush,MPMK~66,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"See Drive Rush ; 1-bar version performed out of a Parry; startup refers to minimum time before an attack can cancel the Drive Rush animation (if performed immediately after a successful Parry, only 1+8 startup); the first 15 recovery frames are cancelable into any attack; the final 22 recovery frames are cancelable into any attack or movement option or blocking (except Parry); only Normal and Command Normal attacks are enhanced with +4 frame advantage and improved juggle properties; Distance: 0.634 (min/throw), 2.416 (min/block), 3.181 (max/final DR frame)"
