dataset,source,snapshot_id,source_row_id,raw_source_token,reason_codes,raw_excerpt,move_id,character_slug,move_name,input,move_group,table_index,binding_class,publish_eligible,confirmation_status,candidate_move_ids,collision_group,conflicting_move_ids
supercombo_enrichment,supercombo,20260412T205125Z-e44b2ca7,20260412T205125Z-e44b2ca7:t030:Chun-Li_214p,Chun-Li_214p,supercombo_binding_collision,"{""binding_class"":""E"",""input"":""214P"",""move_group"":""serenity_stream"",""move_name"":""Serenity Stream"",""notes_sc"":""Crouching state 14-22f, then low profiles until exiting stance; follow-ups can be input on frame 15 at the earliest; counter-hit state for entire animation; if no follow-up, stays crouched for 57f (hold crouch to extend); can block while crouching (cannot block overheads, as this leads to Stance Exit); blocking an attack immediately exits stance and allows a Drive Reversal; can take longer to enter stance when canceled from heavy normals, giving much worse frame advantage if a follow-up is not used immediately"",""punish_adv"":""-"",""raw_source_token"":""Chun-Li_214p""}",,chunli,Serenity Stream,214P,serenity_stream,30,E,False,not_required,,chunli_1_4_p_followup,chunli_029_2_1_4_p
supercombo_enrichment,supercombo,20260412T205125Z-e44b2ca7,20260412T205125Z-e44b2ca7:t031:Chun-Li_214p_214p,Chun-Li_214p_214p,supercombo_binding_collision,"{""binding_class"":""E"",""input"":""214P~214P"",""move_group"":""serenity_stream"",""move_name"":""Serenity Stream Exit"",""notes_sc"":""Input 214P again to manually exit stance (fastest total Serenity Stream time is 37f); cannot block while exiting stance; counter-hit state for entire animation; final 14f of recovery is in a standing state; 18f version occurs automatically after 14+57f (can delay by holding crouch); when Stance Exit occurs automatically after LP/LK/MK stance attacks, the total exit duration is increased and Chun can stand block before the final 18f recovery period"",""punish_adv"":""-"",""raw_source_token"":""Chun-Li_214p_214p""}",,chunli,Serenity Stream Exit,214P~214P,serenity_stream,31,E,False,not_required,,chunli_1_4_p_followup,chunli_029_2_1_4_p
supercombo_enrichment,supercombo,20260412T205125Z-e44b2ca7,20260412T205125Z-e44b2ca7:t053:Chun-Li_236hk,Chun-Li_236hk,supercombo_binding_one_to_many,"{""binding_class"":""D"",""input"":""236HK"",""move_group"":""hundred_lightning_kicks"",""move_name"":""Hundred Lightning Kicks"",""notes_sc"":""5 hits; puts opponents into limited juggle state; can juggle into 22K in the corner or SA1/SA3 anywhere (optimal for SA3 damage, skipping the additional damage scaling when canceled); cannot hit cross-up"",""punish_adv"":""KD +50"",""raw_source_token"":""Chun-Li_236hk""}",,chunli,Hundred Lightning Kicks,236HK,hundred_lightning_kicks,53,D,False,not_required,chunli_042_2_3_6_hk | chunli_047_2_3_6_hk,,
supercombo_enrichment,supercombo,20260412T205125Z-e44b2ca7,20260412T205125Z-e44b2ca7:t054:Chun-Li_236kk,Chun-Li_236kk,supercombo_binding_one_to_many,"{""binding_class"":""D"",""input"":""236KK"",""move_group"":""hundred_lightning_kicks"",""move_name"":""Hundred Lightning Kicks"",""notes_sc"":""5 hits; can follow-up with KK on hit/block for no extra Drive cost; Counter-hit bonus advantage carries over through all hits; cannot hit cross-up; Punish Counter crumple state gives 11 frames to link a grounded hit, then an additional 23 frames to land a juggle before the opponent is knocked down; airborne Punish Counter puts the opponent into a spinning free juggle state"",""punish_adv"":""KD +73 Crumple"",""raw_source_token"":""Chun-Li_236kk""}",,chunli,Hundred Lightning Kicks,236KK,hundred_lightning_kicks,54,D,False,not_required,chunli_043_2_3_6_k_k | chunli_048_2_3_6_k_k,,
supercombo_enrichment,supercombo,20260412T205125Z-e44b2ca7,20260412T205125Z-e44b2ca7:t051:Chun-Li_236lk,Chun-Li_236lk,supercombo_binding_one_to_many,"{""binding_class"":""D"",""input"":""236LK"",""move_group"":""hundred_lightning_kicks"",""move_name"":""Hundred Lightning Kicks"",""notes_sc"":""3 hits; Counter-hit bonus advantage carries through all hits; Punish Counter knockdown puts opponent into a free juggle state (can air reset with a 4f normal in the corner); useful as a 5f punish starter (similar to a shoto 5LK in terms of range); cannot hit cross-up"",""punish_adv"":""KD +44"",""raw_source_token"":""Chun-Li_236lk""}",,chunli,Hundred Lightning Kicks,236LK,hundred_lightning_kicks,51,D,False,not_required,chunli_040_2_3_6_lk | chunli_045_2_3_6_lk,,
supercombo_enrichment,supercombo,20260412T205125Z-e44b2ca7,20260412T205125Z-e44b2ca7:t052:Chun-Li_236mk,Chun-Li_236mk,supercombo_binding_one_to_many,"{""binding_class"":""D"",""input"":""236MK"",""move_group"":""hundred_lightning_kicks"",""move_name"":""Hundred Lightning Kicks"",""notes_sc"":""4 hits; counter-hit/Punish Counter bonus advantage carries over through all hits; cannot hit cross-up"",""punish_adv"":""+7"",""raw_source_token"":""Chun-Li_236mk""}",,chunli,Hundred Lightning Kicks,236MK,hundred_lightning_kicks,52,D,False,not_required,chunli_041_2_3_6_mk | chunli_046_2_3_6_mk,,
supercombo_enrichment,supercombo,20260412T205125Z-e44b2ca7,20260412T205125Z-e44b2ca7:t062:Chun-Li_28hk,Chun-Li_28hk,supercombo_binding_excluded,"{""binding_class"":""G"",""input"":""[2]8HK"",""move_group"":""spinning_bird_kick"",""move_name"":""Spinning Bird Kick"",""notes_sc"":""30f charge time (charge lasts 12f after releasing down direction); no charge required if canceled from Stance normals; combos from 2HP, 4HP, 2MP, 5MK, Stance HP, and Stance MK; cannot hit cross-up"",""punish_adv"":""KD +33"",""raw_source_token"":""Chun-Li_28hk""}",,chunli,Spinning Bird Kick,[2]8HK,spinning_bird_kick,62,G,False,not_required,,,
supercombo_enrichment,supercombo,20260412T205125Z-e44b2ca7,20260412T205125Z-e44b2ca7:t063:Chun-Li_28kk,Chun-Li_28kk,supercombo_binding_excluded,"{""binding_class"":""G"",""input"":""[2]8KK"",""move_group"":""spinning_bird_kick"",""move_name"":""Spinning Bird Kick"",""notes_sc"":""30f charge time (charge lasts 12f after releasing down direction); no charge required if canceled from Stance normals; puts opponent into limited juggle state (juggle follow-up only possible vs. grounded opponents); combos from medium normals; cannot hit cross-up"",""punish_adv"":""KD +55(+41)"",""raw_source_token"":""Chun-Li_28kk""}",,chunli,Spinning Bird Kick,[2]8KK,spinning_bird_kick,63,G,False,not_required,,,
supercombo_enrichment,supercombo,20260412T205125Z-e44b2ca7,20260412T205125Z-e44b2ca7:t060:Chun-Li_28lk,Chun-Li_28lk,supercombo_binding_excluded,"{""binding_class"":""G"",""input"":""[2]8LK"",""move_group"":""spinning_bird_kick"",""move_name"":""Spinning Bird Kick"",""notes_sc"":""30f charge time (charge lasts 12f after releasing down direction); no charge required if canceled from Stance normals; combos from light normals; cannot hit cross-up"",""punish_adv"":""KD +33"",""raw_source_token"":""Chun-Li_28lk""}",,chunli,Spinning Bird Kick,[2]8LK,spinning_bird_kick,60,G,False,not_required,,,
supercombo_enrichment,supercombo,20260412T205125Z-e44b2ca7,20260412T205125Z-e44b2ca7:t061:Chun-Li_28mk,Chun-Li_28mk,supercombo_binding_excluded,"{""binding_class"":""G"",""input"":""[2]8MK"",""move_group"":""spinning_bird_kick"",""move_name"":""Spinning Bird Kick"",""notes_sc"":""30f charge time (charge lasts 12f after releasing down direction); no charge required if canceled from Stance normals; combos from medium normals; cannot hit cross-up"",""punish_adv"":""KD +34"",""raw_source_token"":""Chun-Li_28mk""}",,chunli,Spinning Bird Kick,[2]8MK,spinning_bird_kick,61,G,False,not_required,,,
supercombo_enrichment,supercombo,20260412T205125Z-e44b2ca7,20260412T205125Z-e44b2ca7:t049:Chun-Li_46hp,Chun-Li_46hp,supercombo_binding_collision,"{""binding_class"":""E"",""input"":""[4]6HP"",""move_group"":""kikoken"",""move_name"":""Kikoken"",""notes_sc"":""50f charge (charge lasts 10f after releasing back direction); no charge required if canceled from Stance normals; travels ~60% screen; Super cancel timing is very strict"",""punish_adv"":""+2"",""raw_source_token"":""Chun-Li_46hp""}",,chunli,Kikoken,[4]6HP,kikoken,49,E,False,not_required,,chunli_6_mp_followup,chunli_020_4_6_mp
supercombo_enrichment,supercombo,20260412T205125Z-e44b2ca7,20260412T205125Z-e44b2ca7:t047:Chun-Li_46lp,Chun-Li_46lp,supercombo_binding_collision,"{""binding_class"":""E"",""input"":""[4]6LP"",""move_group"":""kikoken"",""move_name"":""Kikoken"",""notes_sc"":""50f charge (charge lasts 10f after releasing back direction); no charge required if canceled from Stance normals; travels ~90% screen; Super cancel timing is very strict"",""punish_adv"":""+1"",""raw_source_token"":""Chun-Li_46lp""}",,chunli,Kikoken,[4]6LP,kikoken,47,E,False,not_required,,chunli_6_mp_followup,chunli_020_4_6_mp
supercombo_enrichment,supercombo,20260412T205125Z-e44b2ca7,20260412T205125Z-e44b2ca7:t048:Chun-Li_46mp,Chun-Li_46mp,supercombo_binding_collision,"{""binding_class"":""E"",""input"":""[4]6MP"",""move_group"":""kikoken"",""move_name"":""Kikoken"",""notes_sc"":""50f charge (charge lasts 10f after releasing back direction); no charge required if canceled from Stance normals; travels ~80% screen; Super cancel timing is very strict"",""punish_adv"":""+1"",""raw_source_token"":""Chun-Li_46mp""}",,chunli,Kikoken,[4]6MP,kikoken,48,E,False,not_required,,chunli_6_mp_followup,chunli_020_4_6_mp
supercombo_enrichment,supercombo,20260412T205125Z-e44b2ca7,20260412T205125Z-e44b2ca7:t050:Chun-Li_46pp,Chun-Li_46pp,supercombo_binding_excluded,"{""binding_class"":""G"",""input"":""[4]6PP"",""move_group"":""kikoken"",""move_name"":""Kikoken"",""notes_sc"":""45f charge (charge lasts 10f after releasing back direction); no charge required if canceled from Stance normals; 2-hit projectile; counter-hit/Punish Counter bonus advantage applies after both hits; 2nd hit with higher juggle limit only comes out if 1st hit connects"",""punish_adv"":""+9"",""raw_source_token"":""Chun-Li_46pp""}",,chunli,Kikoken,[4]6PP,kikoken,50,G,False,not_required,,,
supercombo_enrichment,supercombo,20260412T205125Z-e44b2ca7,20260412T205125Z-e44b2ca7:t079:Chun-Li_4pppkkk,Chun-Li_4pppkkk,supercombo_binding_excluded,"{""binding_class"":""G"",""input"":""4PPPKKK"",""move_group"":""taunts"",""move_name"":""Back Taunt"",""notes_sc"":""\""Yawn... are you ready yet?\"""",""punish_adv"":""-"",""raw_source_token"":""Chun-Li_4pppkkk""}",,chunli,Back Taunt,4PPPKKK,taunts,79,G,False,not_required,,,
supercombo_enrichment,supercombo,20260412T205125Z-e44b2ca7,20260412T205125Z-e44b2ca7:t077:Chun-Li_5pppkkk,Chun-Li_5pppkkk,supercombo_binding_excluded,"{""binding_class"":""G"",""input"":""5PPPKKK"",""move_group"":""taunts"",""move_name"":""Neutral Taunt"",""notes_sc"":""\""Sorry!\""; Punish Counter crumple is the only way to keep it safe, but does not allow follow-up combo"",""punish_adv"":""KD +35 Crumple"",""raw_source_token"":""Chun-Li_5pppkkk""}",,chunli,Neutral Taunt,5PPPKKK,taunts,77,G,False,not_required,,,
supercombo_enrichment,supercombo,20260412T205125Z-e44b2ca7,20260412T205125Z-e44b2ca7:t021:Chun-Li_6mp,Chun-Li_6mp,supercombo_binding_collision,"{""binding_class"":""E"",""input"":""4/6MP"",""move_group"":""normals"",""move_name"":""Swift Thrust"",""notes_sc"":""Great poke and neutral buffer tool with a disjointed hitbox and lenient hitconfirm window; Stance Cancel: +5/+1; DR cancel is delayed until after active frames"",""punish_adv"":""+6"",""raw_source_token"":""Chun-Li_6mp""}",,chunli,Swift Thrust,4/6MP,normals,21,E,False,not_required,,chunli_6_mp_followup,chunli_020_4_6_mp
supercombo_enrichment,supercombo,20260412T205125Z-e44b2ca7,20260412T205125Z-e44b2ca7:t078:Chun-Li_6pppkkk,Chun-Li_6pppkkk,supercombo_binding_excluded,"{""binding_class"":""G"",""input"":""6PPPKKK"",""move_group"":""taunts"",""move_name"":""Forward Taunt"",""notes_sc"":""\""Welcome!\"""",""punish_adv"":""-"",""raw_source_token"":""Chun-Li_6pppkkk""}",,chunli,Forward Taunt,6PPPKKK,taunts,78,G,False,not_required,,,
supercombo_enrichment,supercombo,20260412T205125Z-e44b2ca7,20260412T205125Z-e44b2ca7:t073:Chun-Li_j236236p,Chun-Li_j236236p,supercombo_binding_excluded,"{""binding_class"":""G"",""input"":""j.236236P"",""move_group"":""super_arts"",""move_name"":""Aerial Kikosho"",""notes_sc"":""5-hit Super projectile; can hit cross-up (behind Chun-Li); higher activation height causes longer recovery before reaching the ground"",""punish_adv"":""KD +14"",""raw_source_token"":""Chun-Li_j236236p""}",,chunli,Aerial Kikosho,j.236236P,super_arts,73,G,False,not_required,,,
supercombo_enrichment,supercombo,20260412T205125Z-e44b2ca7,20260412T205125Z-e44b2ca7:t058:Chun-Li_j236hk,Chun-Li_j236hk,supercombo_binding_excluded,"{""binding_class"":""G"",""input"":""j.236HK"",""move_group"":""aerial_hundred_lightning_kicks"",""move_name"":""Aerial Hundred Lightning Kicks"",""notes_sc"":""5 hits; Forward/Neutral Jump only; 3f extra landing recovery on whiff; cannot hit crouching; final 5f landing recovery is in crouching state; very strict timing required to hit standing opponent (can hit twice vs. tall characters)"",""punish_adv"":""-1 (+2)"",""raw_source_token"":""Chun-Li_j236hk""}",,chunli,Aerial Hundred Lightning Kicks,j.236HK,aerial_hundred_lightning_kicks,58,G,False,not_required,,,
supercombo_enrichment,supercombo,20260412T205125Z-e44b2ca7,20260412T205125Z-e44b2ca7:t059:Chun-Li_j236kk,Chun-Li_j236kk,supercombo_binding_excluded,"{""binding_class"":""G"",""input"":""j.236KK"",""move_group"":""aerial_hundred_lightning_kicks"",""move_name"":""Aerial Hundred Lightning Kicks"",""notes_sc"":""2f extra landing recovery on block/whiff; 6 hits; Forward/Neutral Jump only; cannot hit crouching; no minimum height requirement; better KD Adv. when used in air juggles; entire landing recovery is in crouching state; puts opponent into a limited juggle state (can follow up with grounded juggle after some air connects); safe vs. stand block when input at earliest timing (Tiger Knee motion)"",""punish_adv"":""KD +47"",""raw_source_token"":""Chun-Li_j236kk""}",,chunli,Aerial Hundred Lightning Kicks,j.236KK,aerial_hundred_lightning_kicks,59,G,False,not_required,,,
supercombo_enrichment,supercombo,20260412T205125Z-e44b2ca7,20260412T205125Z-e44b2ca7:t056:Chun-Li_j236lk,Chun-Li_j236lk,supercombo_binding_excluded,"{""binding_class"":""G"",""input"":""j.236LK"",""move_group"":""aerial_hundred_lightning_kicks"",""move_name"":""Aerial Hundred Lightning Kicks"",""notes_sc"":""3 hits; Forward/Neutral Jump only; 3f extra landing recovery on whiff; cannot hit crouching; final 5f landing recovery is in crouching state"",""punish_adv"":""0 (+5)"",""raw_source_token"":""Chun-Li_j236lk""}",,chunli,Aerial Hundred Lightning Kicks,j.236LK,aerial_hundred_lightning_kicks,56,G,False,not_required,,,
supercombo_enrichment,supercombo,20260412T205125Z-e44b2ca7,20260412T205125Z-e44b2ca7:t057:Chun-Li_j236mk,Chun-Li_j236mk,supercombo_binding_excluded,"{""binding_class"":""G"",""input"":""j.236MK"",""move_group"":""aerial_hundred_lightning_kicks"",""move_name"":""Aerial Hundred Lightning Kicks"",""notes_sc"":""4 hits; Forward/Neutral Jump only; 3f extra landing recovery on whiff; cannot hit crouching; final 5f landing recovery is in crouching state"",""punish_adv"":""0 (+5)"",""raw_source_token"":""Chun-Li_j236mk""}",,chunli,Aerial Hundred Lightning Kicks,j.236MK,aerial_hundred_lightning_kicks,57,G,False,not_required,,,
supercombo_enrichment,supercombo,20260412T205125Z-e44b2ca7,20260412T205125Z-e44b2ca7:t026:Chun-Li_j2mk,Chun-Li_j2mk,supercombo_binding_excluded,"{""binding_class"":""G"",""input"":""j.2MK"",""move_group"":""normals"",""move_name"":""Yoso Kick"",""notes_sc"":""Not an overhead, but can hit immediately on the way up to bait throw techs; cancelable into itself on hit/block (up to 3 total uses) or into other air moves; puts airborne opponents into limited juggle state; can hit cross-up (bounces away from wall if opponent is fully cornered); lower body projectile invuln 3f~land (if used immediately on the way up and whiffs, can avoid the 2nd hit of JP's OD Amnesia bombs)"",""punish_adv"":""-"",""raw_source_token"":""Chun-Li_j2mk""}",,chunli,Yoso Kick,j.2MK,normals,26,G,False,not_required,,,
supercombo_enrichment,supercombo,20260412T205125Z-e44b2ca7,20260412T205125Z-e44b2ca7:t028:Chun-Li_j2mk_2,Chun-Li_j2mk_2,supercombo_binding_excluded,"{""binding_class"":""G"",""input"":""j.2MK~J.2MK"",""move_group"":""target_combos"",""move_name"":""Yoso Kick 2"",""notes_sc"":""Cancelable into itself on hit/block (up to 3 total uses) or into other air moves; puts airborne opponents into limited juggle state; can hit cross-up (bounces away from wall if opponent is fully cornered)"",""punish_adv"":""-"",""raw_source_token"":""Chun-Li_j2mk_2""}",,chunli,Yoso Kick 2,j.2MK~J.2MK,target_combos,28,G,False,not_required,,,
supercombo_enrichment,supercombo,20260412T205125Z-e44b2ca7,20260412T205125Z-e44b2ca7:t029:Chun-Li_j2mk_3,Chun-Li_j2mk_3,supercombo_binding_excluded,"{""binding_class"":""G"",""input"":""j.2MK~J.2MK~J.2MK"",""move_group"":""target_combos"",""move_name"":""Yoso Kick 3"",""notes_sc"":""Cancelable into other air moves on hit/block but cannot chain into any further Yoso Kicks; causes spike knockdown vs. airborne opponents; can hit cross-up (bounces away from wall if opponent is fully cornered)"",""punish_adv"":""-"",""raw_source_token"":""Chun-Li_j2mk_3""}",,chunli,Yoso Kick 3,j.2MK~J.2MK~J.2MK,target_combos,29,G,False,not_required,,,
supercombo_enrichment,supercombo,20260412T205125Z-e44b2ca7,20260412T205125Z-e44b2ca7:t018:Chun-Li_jhk,Chun-Li_jhk,supercombo_binding_one_to_many,"{""binding_class"":""D"",""input"":""7HK"",""move_group"":""normals"",""move_name"":""or 9HK Jumping Heavy Kick"",""notes_sc"":""Can be used as a fuzzy instant overhead vs. JP/Marisa/Zangief (opponent must be in Burnout for true blockstring); lower body projectile invuln 8-19f and 8-25f on kicking leg (if used immediately on the way up, can avoid the 2nd hit of JP's OD Amnesia bombs)"",""punish_adv"":""+12(+20)"",""raw_source_token"":""Chun-Li_jhk""}",,chunli,or 9HK Jumping Heavy Kick,7HK,normals,18,D,False,not_required,chunli_018_j_hk | chunli_019_j_hk,,
